id,qty,isArchived,isDeleted,updatedAt,createdAt,salesOrder,inventory,price
8190,3,False,False,2017-05-17,2017-05-17,15873,112,32.4
8191,4,False,False,2017-05-17,2017-05-17,15873,130,23.8
8192,4,False,False,2017-05-17,2017-05-17,15872,112,32.4
8193,4,False,False,2017-05-17,2017-05-17,15872,121,5.4
8194,5,False,False,2017-05-17,2017-05-17,15872,122,27.4
8195,1,False,False,2017-05-17,2017-05-17,15871,131,39.9
8196,3,False,False,2017-05-17,2017-05-17,15871,125,12.9
8197,4,False,False,2017-05-17,2017-05-17,15871,120,3.4
8198,5,False,False,2017-05-17,2017-05-17,2961,26,13.1
8199,2,False,False,2017-05-17,2017-05-17,2961,24,19.9
8200,5,False,False,2017-05-17,2017-05-17,2961,23,31.9
8201,2,False,False,2017-05-17,2017-05-17,8079,57,2.9
8202,1,False,False,2017-05-17,2017-05-17,8079,59,127.9
8203,5,False,False,2017-05-17,2017-05-17,413,5,4.4
8204,3,False,False,2017-05-17,2017-05-17,413,14,43.3
8205,2,False,False,2017-05-17,2017-05-17,415,4,15.2
8206,1,False,False,2017-05-17,2017-05-17,415,8,14.9
8207,1,False,False,2017-05-17,2017-05-17,415,14,43.3
8208,2,False,False,2017-05-17,2017-05-17,5542,36,16.7
8209,2,False,False,2017-05-17,2017-05-17,5542,32,9.9
8210,2,False,False,2017-05-17,2017-05-17,10671,76,9.9
8211,4,False,False,2017-05-17,2017-05-17,10671,73,6.0
8212,2,False,False,2017-05-17,2017-05-17,10670,77,19.9
8213,2,False,False,2017-05-17,2017-05-17,10669,84,45.0
8214,1,False,False,2017-05-17,2017-05-17,10669,84,45.0
8215,3,False,False,2017-05-17,2017-05-17,10669,87,5.2
8216,3,False,False,2017-05-17,2017-05-17,10668,84,45.0
8217,4,False,False,2017-05-17,2017-05-17,414,1,5.2
8218,5,False,False,2017-05-17,2017-05-17,414,10,6.3
8219,2,False,False,2017-05-17,2017-05-17,18420,134,39.9
8220,2,False,False,2017-05-17,2017-05-17,18420,149,5.9
8221,1,False,False,2017-05-17,2017-05-17,18420,140,10.9
8222,1,False,False,2017-05-17,2017-05-17,8078,59,127.9
8223,5,False,False,2017-05-17,2017-05-17,8078,59,127.9
8224,2,False,False,2017-05-17,2017-05-17,18422,139,22.5
8225,4,False,False,2017-05-17,2017-05-17,18421,135,7.9
8226,2,False,False,2017-05-17,2017-05-17,2960,23,31.9
8227,2,False,False,2017-05-17,2017-05-17,2960,20,16.9
8228,4,False,False,2017-05-17,2017-05-17,21069,150,11.9
8229,1,False,False,2017-05-17,2017-05-17,2959,23,31.9
8230,3,False,False,2017-05-18,2017-05-18,15874,129,14.9
8231,5,False,False,2017-05-18,2017-05-18,15874,116,10.7
8232,1,False,False,2017-05-18,2017-05-18,10672,68,3.9
8233,2,False,False,2017-05-18,2017-05-18,5546,37,19.9
8234,4,False,False,2017-05-18,2017-05-18,5546,52,4.3
8235,5,False,False,2017-05-18,2017-05-18,5545,39,9.9
8236,2,False,False,2017-05-18,2017-05-18,5545,43,3.8
8237,3,False,False,2017-05-18,2017-05-18,5545,40,4.5
8238,3,False,False,2017-05-18,2017-05-18,5544,36,16.7
8239,1,False,False,2017-05-18,2017-05-18,5544,29,19.0
8240,3,False,False,2017-05-18,2017-05-18,21071,150,11.9
8241,3,False,False,2017-05-18,2017-05-18,10676,75,7.3
8242,2,False,False,2017-05-18,2017-05-18,8081,55,24.8
8243,4,False,False,2017-05-18,2017-05-18,8081,60,25.9
8244,4,False,False,2017-05-18,2017-05-18,8083,57,2.9
8245,4,False,False,2017-05-18,2017-05-18,8083,63,15.9
8246,3,False,False,2017-05-18,2017-05-18,8083,64,9.0
8247,1,False,False,2017-05-18,2017-05-18,15875,120,3.4
8248,2,False,False,2017-05-18,2017-05-18,8084,61,14.9
8249,5,False,False,2017-05-18,2017-05-18,10675,78,23.8
8250,5,False,False,2017-05-18,2017-05-18,10674,84,45.0
8251,1,False,False,2017-05-18,2017-05-18,10674,85,10.0
8252,3,False,False,2017-05-18,2017-05-18,10674,80,24.9
8253,3,False,False,2017-05-18,2017-05-18,21072,150,11.9
8254,2,False,False,2017-05-18,2017-05-18,21072,150,11.9
8255,4,False,False,2017-05-18,2017-05-18,21072,150,11.9
8256,4,False,False,2017-05-18,2017-05-18,416,19,32.8
8257,1,False,False,2017-05-18,2017-05-18,416,13,12.9
8258,2,False,False,2017-05-18,2017-05-18,416,9,10.9
8259,2,False,False,2017-05-18,2017-05-18,417,0,5.9
8260,5,False,False,2017-05-18,2017-05-18,418,2,4.7
8261,5,False,False,2017-05-18,2017-05-18,10673,70,10.9
8262,4,False,False,2017-05-18,2017-05-18,10673,82,24.9
8263,1,False,False,2017-05-18,2017-05-18,8082,56,1.9
8264,4,False,False,2017-05-18,2017-05-18,8082,55,24.8
8265,3,False,False,2017-05-18,2017-05-18,15876,120,3.4
8266,4,False,False,2017-05-18,2017-05-18,15876,126,10.9
8267,3,False,False,2017-05-18,2017-05-18,21070,150,11.9
8268,3,False,False,2017-05-18,2017-05-18,18427,140,10.9
8269,2,False,False,2017-05-18,2017-05-18,18427,149,5.9
8270,3,False,False,2017-05-18,2017-05-18,18426,139,22.5
8271,2,False,False,2017-05-18,2017-05-18,15878,118,15.3
8272,4,False,False,2017-05-18,2017-05-18,15878,112,32.4
8273,4,False,False,2017-05-18,2017-05-18,15878,118,15.3
8274,3,False,False,2017-05-18,2017-05-18,18423,149,5.9
8275,1,False,False,2017-05-18,2017-05-18,18423,146,6.9
8276,3,False,False,2017-05-18,2017-05-18,18423,145,2.5
8277,2,False,False,2017-05-18,2017-05-18,23597,164,17.9
8278,3,False,False,2017-05-18,2017-05-18,13253,97,1.9
8279,3,False,False,2017-05-18,2017-05-18,13254,93,3.7
8280,4,False,False,2017-05-18,2017-05-18,2966,26,13.1
8281,1,False,False,2017-05-18,2017-05-18,2966,28,24.9
8282,2,False,False,2017-05-18,2017-05-18,2966,21,56.0
8283,3,False,False,2017-05-18,2017-05-18,18424,145,2.5
8284,3,False,False,2017-05-18,2017-05-18,13255,105,5.9
8285,5,False,False,2017-05-18,2017-05-18,13255,93,3.7
8286,5,False,False,2017-05-18,2017-05-18,2965,27,11.4
8287,2,False,False,2017-05-18,2017-05-18,2964,25,20.9
8288,1,False,False,2017-05-18,2017-05-18,2964,23,31.9
8289,1,False,False,2017-05-18,2017-05-18,13256,100,6.4
8290,1,False,False,2017-05-18,2017-05-18,15877,128,19.9
8291,5,False,False,2017-05-18,2017-05-18,18425,143,5.0
8292,4,False,False,2017-05-18,2017-05-18,18425,135,7.9
8293,2,False,False,2017-05-18,2017-05-18,18425,142,3.9
8294,3,False,False,2017-05-18,2017-05-18,23596,157,2.2
8295,1,False,False,2017-05-18,2017-05-18,23596,156,119.9
8296,2,False,False,2017-05-19,2017-05-19,421,0,5.9
8297,1,False,False,2017-05-19,2017-05-19,421,11,19.9
8298,4,False,False,2017-05-19,2017-05-19,420,18,42.9
8299,1,False,False,2017-05-19,2017-05-19,420,5,4.4
8300,2,False,False,2017-05-19,2017-05-19,420,11,19.9
8301,4,False,False,2017-05-19,2017-05-19,21075,150,11.9
8302,3,False,False,2017-05-19,2017-05-19,419,14,43.3
8303,2,False,False,2017-05-19,2017-05-19,419,12,12.6
8304,5,False,False,2017-05-19,2017-05-19,419,13,12.9
8305,3,False,False,2017-05-19,2017-05-19,21074,150,11.9
8306,1,False,False,2017-05-19,2017-05-19,21074,150,11.9
8307,5,False,False,2017-05-19,2017-05-19,15881,119,23.9
8308,4,False,False,2017-05-19,2017-05-19,15881,125,12.9
8309,1,False,False,2017-05-19,2017-05-19,15881,121,5.4
8310,4,False,False,2017-05-19,2017-05-19,2967,27,11.4
8311,4,False,False,2017-05-19,2017-05-19,2967,21,56.0
8312,5,False,False,2017-05-19,2017-05-19,15880,125,12.9
8313,5,False,False,2017-05-19,2017-05-19,15880,116,10.7
8314,5,False,False,2017-05-19,2017-05-19,2968,24,19.9
8315,1,False,False,2017-05-19,2017-05-19,2969,21,56.0
8316,5,False,False,2017-05-19,2017-05-19,2969,22,6.9
8317,4,False,False,2017-05-19,2017-05-19,10677,78,23.8
8318,3,False,False,2017-05-19,2017-05-19,10677,65,29.9
8319,3,False,False,2017-05-19,2017-05-19,10678,74,6.9
8320,5,False,False,2017-05-19,2017-05-19,10678,82,24.9
8321,1,False,False,2017-05-19,2017-05-19,10679,76,9.9
8322,2,False,False,2017-05-19,2017-05-19,10679,86,14.3
8323,5,False,False,2017-05-19,2017-05-19,10679,66,1.5
8324,4,False,False,2017-05-19,2017-05-19,10680,71,9.0
8325,3,False,False,2017-05-19,2017-05-19,15879,116,10.7
8326,2,False,False,2017-05-19,2017-05-19,15879,118,15.3
8327,2,False,False,2017-05-19,2017-05-19,15879,121,5.4
8328,2,False,False,2017-05-19,2017-05-19,21073,150,11.9
8329,2,False,False,2017-05-19,2017-05-19,21073,150,11.9
8330,2,False,False,2017-05-19,2017-05-19,21076,150,11.9
8331,1,False,False,2017-05-19,2017-05-19,21076,150,11.9
8332,3,False,False,2017-05-19,2017-05-19,15882,115,185.9
8333,5,False,False,2017-05-19,2017-05-19,15882,113,4.6
8334,4,False,False,2017-05-19,2017-05-19,13257,99,11.4
8335,4,False,False,2017-05-19,2017-05-19,13257,96,25.9
8336,2,False,False,2017-05-19,2017-05-19,13257,105,5.9
8337,2,False,False,2017-05-19,2017-05-19,5547,29,19.0
8338,5,False,False,2017-05-19,2017-05-19,5547,30,29.9
8339,3,False,False,2017-05-19,2017-05-19,5547,29,19.0
8340,5,False,False,2017-05-19,2017-05-19,18428,148,4.0
8341,2,False,False,2017-05-19,2017-05-19,18428,135,7.9
8342,4,False,False,2017-05-19,2017-05-19,23599,154,4.9
8343,3,False,False,2017-05-19,2017-05-19,23599,161,6.9
8344,3,False,False,2017-05-19,2017-05-19,23599,161,6.9
8345,2,False,False,2017-05-19,2017-05-19,23598,154,4.9
8346,3,False,False,2017-05-19,2017-05-19,8085,60,25.9
8347,1,False,False,2017-05-19,2017-05-19,8085,60,25.9
8348,1,False,False,2017-05-19,2017-05-19,13259,111,14.8
8349,2,False,False,2017-05-19,2017-05-19,13259,106,1.4
8350,1,False,False,2017-05-19,2017-05-19,13259,110,2.9
8351,5,False,False,2017-05-19,2017-05-19,8086,56,1.9
8352,2,False,False,2017-05-19,2017-05-19,8086,57,2.9
8353,3,False,False,2017-05-19,2017-05-19,8087,63,15.9
8354,5,False,False,2017-05-19,2017-05-19,8087,61,14.9
8355,5,False,False,2017-05-19,2017-05-19,13258,89,12.4
8356,4,False,False,2017-05-19,2017-05-19,13258,92,14.9
8357,5,False,False,2017-05-19,2017-05-19,18429,149,5.9
8358,5,False,False,2017-05-19,2017-05-19,18429,149,5.9
8359,1,False,False,2017-05-19,2017-05-19,18429,140,10.9
8360,4,False,False,2017-05-19,2017-05-19,8088,59,127.9
8361,5,False,False,2017-05-19,2017-05-19,8088,58,6.6
8362,5,False,False,2017-05-19,2017-05-19,8088,61,14.9
8363,4,False,False,2017-05-20,2017-05-20,2971,27,11.4
8364,1,False,False,2017-05-20,2017-05-20,2971,21,56.0
8365,5,False,False,2017-05-20,2017-05-20,23600,158,0.9
8366,3,False,False,2017-05-20,2017-05-20,23600,159,228.9
8367,4,False,False,2017-05-20,2017-05-20,23600,163,44.9
8368,1,False,False,2017-05-20,2017-05-20,2970,25,20.9
8369,1,False,False,2017-05-20,2017-05-20,2970,28,24.9
8370,2,False,False,2017-05-20,2017-05-20,2970,28,24.9
8371,4,False,False,2017-05-20,2017-05-20,21077,150,11.9
8372,3,False,False,2017-05-20,2017-05-20,21077,150,11.9
8373,3,False,False,2017-05-20,2017-05-20,21077,150,11.9
8374,4,False,False,2017-05-20,2017-05-20,10682,71,9.0
8375,4,False,False,2017-05-20,2017-05-20,10682,67,7.8
8376,1,False,False,2017-05-20,2017-05-20,10682,85,10.0
8377,1,False,False,2017-05-20,2017-05-20,13260,111,14.8
8378,1,False,False,2017-05-20,2017-05-20,13260,90,9.8
8379,1,False,False,2017-05-20,2017-05-20,13260,104,44.9
8380,3,False,False,2017-05-20,2017-05-20,10684,81,2.9
8381,2,False,False,2017-05-20,2017-05-20,10684,74,6.9
8382,3,False,False,2017-05-20,2017-05-20,10684,83,6.1
8383,4,False,False,2017-05-20,2017-05-20,10685,80,24.9
8384,4,False,False,2017-05-20,2017-05-20,10685,82,24.9
8385,1,False,False,2017-05-20,2017-05-20,10685,84,45.0
8386,5,False,False,2017-05-20,2017-05-20,422,19,32.8
8387,2,False,False,2017-05-20,2017-05-20,422,5,4.4
8388,2,False,False,2017-05-20,2017-05-20,422,12,12.6
8389,4,False,False,2017-05-20,2017-05-20,10681,76,9.9
8390,5,False,False,2017-05-20,2017-05-20,10681,66,1.5
8391,4,False,False,2017-05-20,2017-05-20,15886,116,10.7
8392,4,False,False,2017-05-20,2017-05-20,15886,124,69.9
8393,3,False,False,2017-05-20,2017-05-20,15886,117,4.4
8394,4,False,False,2017-05-20,2017-05-20,15885,122,27.4
8395,3,False,False,2017-05-20,2017-05-20,15885,116,10.7
8396,1,False,False,2017-05-20,2017-05-20,15884,131,39.9
8397,4,False,False,2017-05-20,2017-05-20,15884,131,39.9
8398,5,False,False,2017-05-20,2017-05-20,15884,114,7.9
8399,1,False,False,2017-05-20,2017-05-20,10683,72,10.5
8400,1,False,False,2017-05-20,2017-05-20,5550,37,19.9
8401,3,False,False,2017-05-20,2017-05-20,5550,52,4.3
8402,3,False,False,2017-05-20,2017-05-20,5550,41,1.0
8403,2,False,False,2017-05-20,2017-05-20,21080,150,11.9
8404,1,False,False,2017-05-20,2017-05-20,21080,150,11.9
8405,4,False,False,2017-05-20,2017-05-20,21078,150,11.9
8406,1,False,False,2017-05-20,2017-05-20,21079,150,11.9
8407,4,False,False,2017-05-20,2017-05-20,21079,150,11.9
8408,2,False,False,2017-05-20,2017-05-20,21079,150,11.9
8409,4,False,False,2017-05-20,2017-05-20,21081,150,11.9
8410,2,False,False,2017-05-20,2017-05-20,2974,28,24.9
8411,2,False,False,2017-05-20,2017-05-20,2973,24,19.9
8412,2,False,False,2017-05-20,2017-05-20,2973,23,31.9
8413,3,False,False,2017-05-20,2017-05-20,2973,27,11.4
8414,4,False,False,2017-05-20,2017-05-20,2972,23,31.9
8415,3,False,False,2017-05-20,2017-05-20,2972,28,24.9
8416,4,False,False,2017-05-20,2017-05-20,5549,52,4.3
8417,5,False,False,2017-05-20,2017-05-20,5549,31,22.9
8418,4,False,False,2017-05-20,2017-05-20,5549,48,47.4
8419,2,False,False,2017-05-20,2017-05-20,8092,62,10.9
8420,2,False,False,2017-05-20,2017-05-20,8092,57,2.9
8421,4,False,False,2017-05-20,2017-05-20,8092,54,9.2
8422,2,False,False,2017-05-20,2017-05-20,8091,63,15.9
8423,4,False,False,2017-05-20,2017-05-20,8091,64,9.0
8424,4,False,False,2017-05-20,2017-05-20,8091,60,25.9
8425,2,False,False,2017-05-20,2017-05-20,8093,58,6.6
8426,5,False,False,2017-05-20,2017-05-20,8089,60,25.9
8427,1,False,False,2017-05-20,2017-05-20,8089,61,14.9
8428,4,False,False,2017-05-20,2017-05-20,18433,149,5.9
8429,5,False,False,2017-05-20,2017-05-20,15883,129,14.9
8430,2,False,False,2017-05-20,2017-05-20,15883,132,20.0
8431,4,False,False,2017-05-20,2017-05-20,15883,132,20.0
8432,1,False,False,2017-05-20,2017-05-20,18432,148,4.0
8433,5,False,False,2017-05-20,2017-05-20,18432,147,34.4
8434,1,False,False,2017-05-20,2017-05-20,18432,145,2.5
8435,2,False,False,2017-05-20,2017-05-20,18431,142,3.9
8436,3,False,False,2017-05-20,2017-05-20,18431,145,2.5
8437,3,False,False,2017-05-20,2017-05-20,18431,135,7.9
8438,1,False,False,2017-05-20,2017-05-20,18430,146,6.9
8439,5,False,False,2017-05-20,2017-05-20,18430,143,5.0
8440,5,False,False,2017-05-20,2017-05-20,5548,36,16.7
8441,3,False,False,2017-05-20,2017-05-20,5548,50,47.6
8442,2,False,False,2017-05-20,2017-05-20,5548,38,59.9
8443,1,False,False,2017-05-20,2017-05-20,8090,53,9.9
8444,1,False,False,2017-05-20,2017-05-20,8090,55,24.8
8445,2,False,False,2017-05-20,2017-05-20,8090,57,2.9
8446,3,False,False,2017-05-21,2017-05-21,18434,139,22.5
8447,1,False,False,2017-05-21,2017-05-21,18434,142,3.9
8448,5,False,False,2017-05-21,2017-05-21,18434,149,5.9
8449,2,False,False,2017-05-21,2017-05-21,18435,143,5.0
8450,3,False,False,2017-05-21,2017-05-21,18435,135,7.9
8451,5,False,False,2017-05-21,2017-05-21,18435,142,3.9
8452,1,False,False,2017-05-21,2017-05-21,13261,107,17.1
8453,4,False,False,2017-05-21,2017-05-21,13261,100,6.4
8454,2,False,False,2017-05-21,2017-05-21,13262,95,33.0
8455,4,False,False,2017-05-21,2017-05-21,13262,97,1.9
8456,5,False,False,2017-05-21,2017-05-21,18436,141,49.8
8457,1,False,False,2017-05-21,2017-05-21,18436,149,5.9
8458,5,False,False,2017-05-21,2017-05-21,18437,144,24.9
8459,4,False,False,2017-05-21,2017-05-21,18437,145,2.5
8460,3,False,False,2017-05-21,2017-05-21,18437,136,1.5
8461,1,False,False,2017-05-21,2017-05-21,18438,135,7.9
8462,2,False,False,2017-05-21,2017-05-21,18438,148,4.0
8463,3,False,False,2017-05-21,2017-05-21,23601,153,4.9
8464,3,False,False,2017-05-21,2017-05-21,21084,150,11.9
8465,4,False,False,2017-05-21,2017-05-21,21084,150,11.9
8466,5,False,False,2017-05-21,2017-05-21,21084,150,11.9
8467,4,False,False,2017-05-21,2017-05-21,2975,27,11.4
8468,5,False,False,2017-05-21,2017-05-21,8095,61,14.9
8469,4,False,False,2017-05-21,2017-05-21,8094,55,24.8
8470,1,False,False,2017-05-21,2017-05-21,21085,150,11.9
8471,2,False,False,2017-05-21,2017-05-21,21085,150,11.9
8472,5,False,False,2017-05-21,2017-05-21,21085,150,11.9
8473,1,False,False,2017-05-21,2017-05-21,5552,42,23.9
8474,3,False,False,2017-05-21,2017-05-21,21083,150,11.9
8475,5,False,False,2017-05-21,2017-05-21,21083,150,11.9
8476,3,False,False,2017-05-21,2017-05-21,15889,112,32.4
8477,4,False,False,2017-05-21,2017-05-21,15889,113,4.6
8478,2,False,False,2017-05-21,2017-05-21,15889,125,12.9
8479,5,False,False,2017-05-21,2017-05-21,15888,121,5.4
8480,4,False,False,2017-05-21,2017-05-21,15888,114,7.9
8481,3,False,False,2017-05-21,2017-05-21,15887,132,20.0
8482,2,False,False,2017-05-21,2017-05-21,15887,126,10.9
8483,3,False,False,2017-05-21,2017-05-21,423,10,6.3
8484,3,False,False,2017-05-21,2017-05-21,423,5,4.4
8485,4,False,False,2017-05-21,2017-05-21,21082,150,11.9
8486,1,False,False,2017-05-21,2017-05-21,21082,150,11.9
8487,3,False,False,2017-05-21,2017-05-21,21082,150,11.9
8488,4,False,False,2017-05-21,2017-05-21,5551,46,30.0
8489,2,False,False,2017-05-21,2017-05-21,5551,38,59.9
8490,1,False,False,2017-05-21,2017-05-21,5551,38,59.9
8491,3,False,False,2017-05-21,2017-05-21,2976,21,56.0
8492,1,False,False,2017-05-21,2017-05-21,2977,27,11.4
8493,4,False,False,2017-05-21,2017-05-21,2978,24,19.9
8494,3,False,False,2017-05-21,2017-05-21,2979,25,20.9
8495,2,False,False,2017-05-21,2017-05-21,23602,160,3.9
8496,5,False,False,2017-05-21,2017-05-21,23602,158,0.9
8497,3,False,False,2017-05-21,2017-05-21,10686,68,3.9
8498,4,False,False,2017-05-21,2017-05-21,10686,83,6.1
8499,1,False,False,2017-05-21,2017-05-21,10686,78,23.8
8500,3,False,False,2017-05-22,2017-05-22,10689,74,6.9
8501,5,False,False,2017-05-22,2017-05-22,10689,86,14.3
8502,3,False,False,2017-05-22,2017-05-22,13266,95,33.0
8503,3,False,False,2017-05-22,2017-05-22,13266,103,11.9
8504,5,False,False,2017-05-22,2017-05-22,13266,107,17.1
8505,4,False,False,2017-05-22,2017-05-22,10691,85,10.0
8506,5,False,False,2017-05-22,2017-05-22,10691,82,24.9
8507,3,False,False,2017-05-22,2017-05-22,10691,70,10.9
8508,1,False,False,2017-05-22,2017-05-22,23604,155,56.1
8509,5,False,False,2017-05-22,2017-05-22,23604,164,17.9
8510,3,False,False,2017-05-22,2017-05-22,13267,110,2.9
8511,3,False,False,2017-05-22,2017-05-22,13267,91,5.8
8512,5,False,False,2017-05-22,2017-05-22,13265,100,6.4
8513,4,False,False,2017-05-22,2017-05-22,10690,76,9.9
8514,3,False,False,2017-05-22,2017-05-22,10690,65,29.9
8515,1,False,False,2017-05-22,2017-05-22,10690,70,10.9
8516,4,False,False,2017-05-22,2017-05-22,10688,79,1.8
8517,2,False,False,2017-05-22,2017-05-22,10688,83,6.1
8518,5,False,False,2017-05-22,2017-05-22,10688,68,3.9
8519,2,False,False,2017-05-22,2017-05-22,21089,150,11.9
8520,1,False,False,2017-05-22,2017-05-22,21090,150,11.9
8521,5,False,False,2017-05-22,2017-05-22,21090,150,11.9
8522,5,False,False,2017-05-22,2017-05-22,21090,150,11.9
8523,1,False,False,2017-05-22,2017-05-22,13264,108,476.9
8524,2,False,False,2017-05-22,2017-05-22,21088,150,11.9
8525,5,False,False,2017-05-22,2017-05-22,21088,150,11.9
8526,2,False,False,2017-05-22,2017-05-22,21088,150,11.9
8527,1,False,False,2017-05-22,2017-05-22,21087,150,11.9
8528,2,False,False,2017-05-22,2017-05-22,21087,150,11.9
8529,4,False,False,2017-05-22,2017-05-22,21087,150,11.9
8530,3,False,False,2017-05-22,2017-05-22,21086,150,11.9
8531,3,False,False,2017-05-22,2017-05-22,23603,164,17.9
8532,3,False,False,2017-05-22,2017-05-22,23603,159,228.9
8533,2,False,False,2017-05-22,2017-05-22,18439,140,10.9
8534,1,False,False,2017-05-22,2017-05-22,18439,148,4.0
8535,1,False,False,2017-05-22,2017-05-22,18440,147,34.4
8536,3,False,False,2017-05-22,2017-05-22,18441,140,10.9
8537,4,False,False,2017-05-22,2017-05-22,18442,133,12.9
8538,2,False,False,2017-05-22,2017-05-22,10687,73,6.0
8539,4,False,False,2017-05-22,2017-05-22,13263,99,11.4
8540,2,False,False,2017-05-22,2017-05-22,15890,112,32.4
8541,2,False,False,2017-05-22,2017-05-22,2981,27,11.4
8542,5,False,False,2017-05-22,2017-05-22,2981,23,31.9
8543,3,False,False,2017-05-22,2017-05-22,2981,25,20.9
8544,3,False,False,2017-05-22,2017-05-22,425,1,5.2
8545,1,False,False,2017-05-22,2017-05-22,425,11,19.9
8546,5,False,False,2017-05-22,2017-05-22,424,9,10.9
8547,2,False,False,2017-05-22,2017-05-22,15891,130,23.8
8548,4,False,False,2017-05-22,2017-05-22,15891,112,32.4
8549,2,False,False,2017-05-22,2017-05-22,15891,131,39.9
8550,5,False,False,2017-05-22,2017-05-22,15892,115,185.9
8551,2,False,False,2017-05-22,2017-05-22,15892,131,39.9
8552,5,False,False,2017-05-22,2017-05-22,8099,62,10.9
8553,5,False,False,2017-05-22,2017-05-22,8099,58,6.6
8554,5,False,False,2017-05-22,2017-05-22,8098,60,25.9
8555,2,False,False,2017-05-22,2017-05-22,8098,63,15.9
8556,5,False,False,2017-05-22,2017-05-22,8097,55,24.8
8557,5,False,False,2017-05-22,2017-05-22,8097,55,24.8
8558,5,False,False,2017-05-22,2017-05-22,8097,56,1.9
8559,2,False,False,2017-05-22,2017-05-22,5553,30,29.9
8560,5,False,False,2017-05-22,2017-05-22,5553,44,1.5
8561,2,False,False,2017-05-22,2017-05-22,5554,43,3.8
8562,2,False,False,2017-05-22,2017-05-22,5554,42,23.9
8563,1,False,False,2017-05-22,2017-05-22,5554,33,139.9
8564,2,False,False,2017-05-22,2017-05-22,5555,35,10.9
8565,1,False,False,2017-05-22,2017-05-22,5555,30,29.9
8566,1,False,False,2017-05-22,2017-05-22,5556,34,4.1
8567,3,False,False,2017-05-22,2017-05-22,5557,37,19.9
8568,5,False,False,2017-05-22,2017-05-22,5557,52,4.3
8569,2,False,False,2017-05-22,2017-05-22,8096,53,9.9
8570,1,False,False,2017-05-22,2017-05-22,8096,53,9.9
8571,2,False,False,2017-05-22,2017-05-22,2980,27,11.4
8572,4,False,False,2017-05-23,2017-05-23,10695,70,10.9
8573,5,False,False,2017-05-23,2017-05-23,10695,82,24.9
8574,1,False,False,2017-05-23,2017-05-23,430,1,5.2
8575,4,False,False,2017-05-23,2017-05-23,430,15,3.3
8576,5,False,False,2017-05-23,2017-05-23,430,15,3.3
8577,4,False,False,2017-05-23,2017-05-23,18445,139,22.5
8578,5,False,False,2017-05-23,2017-05-23,18445,136,1.5
8579,5,False,False,2017-05-23,2017-05-23,18445,140,10.9
8580,2,False,False,2017-05-23,2017-05-23,18444,139,22.5
8581,5,False,False,2017-05-23,2017-05-23,18443,146,6.9
8582,3,False,False,2017-05-23,2017-05-23,429,9,10.9
8583,5,False,False,2017-05-23,2017-05-23,428,10,6.3
8584,1,False,False,2017-05-23,2017-05-23,428,11,19.9
8585,2,False,False,2017-05-23,2017-05-23,428,19,32.8
8586,4,False,False,2017-05-23,2017-05-23,427,7,22.6
8587,1,False,False,2017-05-23,2017-05-23,427,13,12.9
8588,4,False,False,2017-05-23,2017-05-23,426,17,17.7
8589,5,False,False,2017-05-23,2017-05-23,426,5,4.4
8590,5,False,False,2017-05-23,2017-05-23,5560,39,9.9
8591,1,False,False,2017-05-23,2017-05-23,5560,47,3.5
8592,4,False,False,2017-05-23,2017-05-23,8101,64,9.0
8593,1,False,False,2017-05-23,2017-05-23,8101,64,9.0
8594,3,False,False,2017-05-23,2017-05-23,5559,46,30.0
8595,1,False,False,2017-05-23,2017-05-23,15893,126,10.9
8596,4,False,False,2017-05-23,2017-05-23,15893,120,3.4
8597,1,False,False,2017-05-23,2017-05-23,15894,114,7.9
8598,2,False,False,2017-05-23,2017-05-23,15894,128,19.9
8599,4,False,False,2017-05-23,2017-05-23,15894,128,19.9
8600,5,False,False,2017-05-23,2017-05-23,15895,120,3.4
8601,2,False,False,2017-05-23,2017-05-23,15895,131,39.9
8602,2,False,False,2017-05-23,2017-05-23,15895,120,3.4
8603,1,False,False,2017-05-23,2017-05-23,2983,24,19.9
8604,4,False,False,2017-05-23,2017-05-23,2983,25,20.9
8605,3,False,False,2017-05-23,2017-05-23,2983,21,56.0
8606,2,False,False,2017-05-23,2017-05-23,10694,71,9.0
8607,2,False,False,2017-05-23,2017-05-23,10694,71,9.0
8608,1,False,False,2017-05-23,2017-05-23,10693,86,14.3
8609,1,False,False,2017-05-23,2017-05-23,10693,79,1.8
8610,4,False,False,2017-05-23,2017-05-23,10692,76,9.9
8611,4,False,False,2017-05-23,2017-05-23,2984,28,24.9
8612,1,False,False,2017-05-23,2017-05-23,5558,31,22.9
8613,1,False,False,2017-05-23,2017-05-23,23605,152,2.9
8614,3,False,False,2017-05-23,2017-05-23,23605,156,119.9
8615,5,False,False,2017-05-23,2017-05-23,23605,158,0.9
8616,5,False,False,2017-05-23,2017-05-23,13268,106,1.4
8617,3,False,False,2017-05-23,2017-05-23,13268,95,33.0
8618,5,False,False,2017-05-23,2017-05-23,8100,59,127.9
8619,1,False,False,2017-05-23,2017-05-23,8100,63,15.9
8620,2,False,False,2017-05-23,2017-05-23,2982,26,13.1
8621,1,False,False,2017-05-23,2017-05-23,21093,150,11.9
8622,2,False,False,2017-05-23,2017-05-23,21093,150,11.9
8623,5,False,False,2017-05-23,2017-05-23,21092,150,11.9
8624,2,False,False,2017-05-23,2017-05-23,21092,150,11.9
8625,4,False,False,2017-05-23,2017-05-23,21091,150,11.9
8626,1,False,False,2017-05-23,2017-05-23,21091,150,11.9
